Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2013/11/1,0.010192491,0.001035614,-0.002241705,0.000664006,0,0,-0.000385061,0.001809875,0.005475337,0.000499037,0.010536553,0,0,0,0.006139277,0,0.008031139,0,0.00268673,0.001485173,0,0.015205019,0.029855361,0.00901806,0.001906059,0,0.001368649,0.047072258,0.036678132,-0.000806553,0,0,0,0,-9.71E-05,0,0,0.008020122,0,0.002912812,-9.45E-05,-0.000221477,0.021809963,0,0.017120108,0.004831887,0.003727824,0,-0.000903629,0.01801583
2013/12/1,0,0,0.005062171,0,0,0,0,0.013294238,0.000614356,0,0.002352027,0,0,0,0.011703186,0,0.000477062,0,0,0,0,0.023564054,0.005735117,0.000528299,0,0,0,0.042151485,0,0,0,0,0,0,0,0,0,0.046173666,0,0,0,0.004941381,0.014885805,0,0.022141389,0.002314718,0,0,0.005927681,0.001150926
2014/1/1,0.00054273,0,0.001836306,-0.00030691,-0.003463623,0,0.004791654,0.018312339,0.000659917,0,0.000535693,0,0,-0.005246646,0.006397394,0,-0.001492273,0,0.006457312,-0.001075025,0,0.00795757,-0.004554788,-0.004123644,-0.000805729,0,-0.001163572,0.027015639,-0.002086567,0.00906144,0.001534246,0.001059044,0,-0.001840711,0,0,0,0.003432362,0,0.00069928,0,0.002251565,-0.001700045,0,0.004279314,0.000892842,0,0,0.022157232,-2.74E-05
2014/2/1,0,0.003696243,0.028627006,0,0,0,0.006278904,0.007709964,0.002632024,0,0.012269092,0,0,0.01697906,0.103472851,0,0,0,0,0.025821509,0,0.058588875,0.247815451,0,0.004542074,0,0,0.152909275,0.071267819,0,0.006746583,0,0,0,0,0.012518559,0,0.029706218,0.003012776,0.032993357,0,0.016276815,0.159868959,0,0.098676466,0.015983297,0.028092465,0,0.015867994,0.030911058
2014/3/1,-0.002807298,-5.60E-05,0.003757201,0.00686256,0,-0.001512273,0,0.003472209,0,-0.000230257,0.001135232,0,0,-0.000352363,0.054690979,0,-3.64E-05,0,-0.001645433,0.006593028,-0.000901789,0.011413932,0.035571495,0.005814758,0.001024899,-4.43E-05,0.012565718,0.034879813,0.020669555,0,0.00348368,0,0,-0.000124686,0,0,0,0.00839121,-0.001392922,-0.002258239,0,-0.000757143,0.075839903,0,0.008301785,0,0,0.004586943,0.00407494,0.018910635
2014/4/1,0.001410507,0,0.00678355,0.018287199,0,0,0.010995939,0.008846095,0,0,0,0,0,0,0.03044726,0,0.006806417,0,0.001148195,0,0,0.025800741,0.027183713,0,0,0,0,0.058853307,0.023282456,0.001904085,0,0,0,0.030286266,0,0.019207591,0,0.011502525,0,0,0,0.009616643,0.012530004,0,0.051668925,0.006641011,0,0,0.022122581,0.000688342
2014/5/1,-0.00333449,0,0.001121101,0.002959847,0.004721901,0,0,0.061360988,0.020536007,0,0.000999216,0.00174408,0,0,0.062743632,0,-0.00039664,0,0,0,0,0.015934096,0.021874219,-0.000121713,0,0.00225671,0,0.062225252,0,0.000403366,-0.000428466,0,0,0.000939544,0,0,0,0.011471499,-0.000105851,0.00017496,-0.000138184,0.003197048,0.001206216,0,0.026730776,0.003468084,0,0.005250024,0.012723882,0.01059604
2014/6/1,0,0,0,0,0.004721889,0,0,0,0.011472056,0,0.000916577,0,0,0,0.007589797,0,0,0,0,0,0,0.003418872,0.011432315,0,0,0.002256696,0,0.005875967,0,0,0,0,0,0.000939545,0,0,0,0.006851413,0,0,0,0.002108042,0.001206205,0,0.016887576,0.002932455,0,0.005248736,0.002739103,0
2014/7/1,-0.001069458,0.01342699,0.017886619,0.005792862,0.00233924,0.001676389,0,0.007153069,0.010719154,0.002922161,0.003837232,0,0,0.026099703,0.088486612,0,0,0,0.004413139,0.006139472,-0.002161652,0.025430505,0.186120664,0.022106968,0,0.001225093,0,0.139304965,0.064035365,0.002312026,0.005299145,0,0,0.008128429,0,0,0,0.024419482,0.001705871,0.002102743,0,0.008464352,0.053437641,0,0.056780434,0.020703115,0.005305576,0.00345757,0.002809139,0.038377045
2014/8/1,0.004285571,0,0.008502357,0.005215449,0,0.000966937,-0.000524038,-0.003204734,0.003047213,0.000700314,0.008096607,0,0,0.018676392,0.054070646,0,0.001720059,0,0.000435184,0,0,0.063100985,0.037066167,0.010924963,0.001098376,0.029178557,0,0.092839215,0,0.006042014,0,0.00086673,0,0.005251481,0,0,0,0.008767062,0,0.002055803,0,0.007527712,0.000440816,0,0.035580701,0.003609928,0,0,0.004999806,0.017888169
2014/9/1,0,0,0,0.003137731,0,0,0.001776338,0.029629126,0.009033639,0.001557163,0.001506874,0,0,0,0.038785526,0,0,0,0,0,0,0.0264342,0.005962433,0.00469852,0,0,0,0.081389112,0,0,0,0.002283585,0,0,0,0,0,0.014642216,0,0,0,0,0.002172512,0,0.002397078,0.001437195,0.003222127,0.002481625,0.012847106,0.023472061
2014/10/1,0,0,0.005327492,0,0,0,0,0,0,0,0.015835313,0.006478707,0,0,0.022511147,0,0.003324215,0,0,0,0,0.014769624,0.007246921,0.005954638,0,0.005294262,0,0.027034553,0.009879911,0.001498377,0,0,0,0.001024136,0,0,0,0.007251724,0,0.001377293,0,0.004045463,0.002686478,0,0.015867982,0.003513166,0.000640809,0,0.005354163,0.004445594
2014/11/1,0.008892968,0,0.029609489,0.001436687,0,0,0.007052023,0.007441636,0.01231639,0,0.012709318,0,0,0,0.094318181,0,0.011048902,0,0.003090976,0,0.004404721,0.058910604,0.038007449,0.010200282,0.004848067,0.000130451,0.001307872,0.160753539,0.002092736,0.01024972,0.00244057,0,0,0.005426574,0,0,0.002355933,0.010134039,0,0.004119632,0.000148155,0.010633267,0,0.000303698,0.047418692,0.02083789,0.005869843,0.003643883,0.023517469,0.008531222
2014/12/1,0.021235149,0.004487421,0.019278342,0.006008169,0,0.001596042,0.003740603,0.135060016,0.04935786,0.008969692,0.024121212,0.001385746,0,0.038029165,0.448736576,0.000827964,0.019318063,0.018182857,0.002320866,0.002357405,0,0.264098259,0.160062619,0.007941664,0.014437045,0.006390048,0.009648291,0.499829278,0.020860368,0.003475281,0.021753654,0.001406123,0,0.010622738,0.017134349,0,0.000379193,0.103331908,0.003465824,0.008054134,0.004518033,0.027092276,0.130152085,0,0.120956578,0.00992138,0.031526354,0.018074573,0.03642287,0.08646225
2015/1/1,0.585787741,0.116197053,0.756706845,0.178064999,0.043422808,0.02109368,0.083870214,0.540992703,0.445698703,0.183137722,0.59749488,0.045093923,-0.000780703,0.312355072,3.543582117,0.056242787,0.491162078,0.030447608,0.322968139,0.047913287,0.022175068,3.391431298,1.804598549,0.444243125,0.17842507,0.197659308,0.163778926,6.980794999,0.63031135,0.37978532,0.124810185,0.091856831,0.010983242,0.155001856,0.080687537,0.040431903,0.01898561,1.464385863,0.251217831,0.32778366,0.091556793,0.750260769,0.69928389,0.043040359,2.810249064,0.388795749,0.12249943,0.3212834,0.860773394,0.753116202
2015/2/1,0.304670434,0.097075146,0.266057243,0.14603309,0.06072364,0.013653872,0.061624062,0.415372721,0.26803729,0.062778992,0.363498372,0.074364804,0.006301797,0.136892303,3.372538807,0.013656761,0.352424464,0.034924367,0.113287675,0.018151256,0.039388057,2.168891368,1.515274061,0.259186711,0.133211055,0.218073996,0.074963149,5.18183548,0.580380845,0.134294193,0.149524824,0.006176949,0.015598787,0.139868145,0.040507797,0.011894514,0.007949313,0.968875526,0.114059428,0.230188431,0.084872945,0.325924242,0.523255396,0.013641118,1.900335275,0.227257258,0.048069887,0.20883077,0.500163861,0.437787919
2015/3/1,0.548754738,0.078509179,0.782231001,0.167213458,0.022030375,0.015063516,0.116234855,1.012862169,0.535573405,0.02928656,0.474828598,0.022642735,0.010416817,0.240533724,4.488463275,0.013288137,0.208529844,0.066555239,0.29280569,0.049022451,0.074778756,3.622882017,2.244814455,0.287233962,0.306155543,0.151747404,0.138461064,9.006110335,0.854085183,0.446648661,0.247882328,0.059137512,0.028608859,0.257965096,0.120882743,0.018072813,0.016717385,1.506114284,0.26377496,0.250153819,0.068758227,0.763051869,0.77312325,0.037369418,2.875385453,0.515604871,0.09490816,0.325307287,0.850781527,0.86055391
2015/4/1,0.372836657,0.094781236,0.860499045,0.242610443,0.048494712,0.018557173,0.054114009,0.743332414,0.479274656,0.072590996,0.491483834,0.02539448,0.002949627,0.131404897,4.061674081,-0.022247725,0.357048466,0.024852433,0.206573353,0.04933333,0.058980489,3.253289425,1.787979437,0.236696849,0.211080849,0.179444969,0.132331975,7.307415154,0.889364581,0.357628931,0.184877452,0.012067357,0.004046796,0.130271448,0.131617737,0.034453781,0.00815569,1.428163435,0.247086194,0.353516673,0.158304976,0.634531664,0.847470098,0.031566498,2.679660725,0.436842718,0.085839989,0.256783958,0.669054641,0.83283004
2015/5/1,0.582775416,0.098321966,1.057188489,0.214570394,0.039827913,0.039380974,0.103865158,0.835639193,0.392959381,0.072120931,0.533504114,0.071613187,0.002258692,0.243803209,4.205923113,0.020306224,0.179387824,0.0272328,0.23406916,0.136742519,0.154439761,3.171656331,1.981449642,0.286143892,0.147595801,0.142528761,0.198198531,8.256314319,0.674547961,0.318207664,0.169531918,0.060414814,0.019753539,0.171944584,0.111182347,0.006584408,0.012264888,1.78677082,0.261232288,0.357980167,0.069730077,0.635425016,0.449426381,0.003275318,2.592368549,0.457045895,0.091376806,0.364759777,0.767758537,0.816301785
2015/6/1,0.561602684,0.05738714,2.945972457,0.336453188,0.027873225,0.054951976,0.171138168,1.138066782,0.660300483,0.075695516,0.816320081,0.281301675,0.03868522,0.315135411,6.218957022,0.00851015,0.445682803,0.063155608,0.249353271,0.081550327,0.088658067,5.478170051,3.13417094,0.345696211,0.293740976,0.311617257,0.22472057,13.58142423,1.028850397,0.785133946,0.417617574,0.079866604,0.013301697,0.17477058,0.067808585,0.047574078,-0.001105128,2.451130579,0.325190487,0.496987207,0.173685112,1.791612503,0.84346768,0.011222623,4.550899442,0.854046283,0.136599756,0.490138487,1.759134959,1.207583461
2015/7/1,0.228109645,0.072855592,1.631416706,0.193511897,0.016509018,0.002971075,0.106431116,0.560081697,0.538642341,0.074190856,0.596659171,0.173678368,0.010572068,0.23275738,3.551593172,0.034384351,0.241546063,0.000341383,0.201873246,0.066498249,0.024479632,3.230776118,1.761302817,0.275434586,0.152081839,0.183709398,0.075177135,7.616737061,0.651909581,0.380142337,0.18207813,0.01959316,-6.85E-06,0.047253942,0.044478186,0.031162591,-0.001866514,1.413538253,0.153561783,0.330352,0.07180371,0.81123194,0.556975981,0.001536909,2.640117601,0.563272863,0.119926646,0.219957628,1.016287569,0.609473541
2015/8/1,-0.003345505,0.018678148,0.120989394,0.02392482,0.000534189,0,-0.001548424,0.118827087,0.057559927,-0.000521983,0.065628244,0.006653726,0.001006768,0.00210234,0.467569556,0.00306169,0.016352327,-0.0008069,-0.000524109,0.003271609,0.001070001,0.368310188,0.192100153,-0.004096022,0.008913472,0.016719321,0.079214768,0.902889879,0.049582018,0.026419955,0.023689859,0.001607585,0.005013359,0.017271498,0.01170903,0.006491721,-0.001165927,0.242190993,0.02736049,0.008185802,0.003508137,0.055411613,0.02985297,0.000312455,0.397214716,0.063163361,0.000756669,0.014707175,0.162970963,0.178634511
2015/9/1,0.000863107,0,0.003243887,0,0,0,0,0,0.002373716,0,0,0,0,0,0.005439666,0,0,0,0,0,0,0,0.01404902,0,0,0,0,0.008199937,0,0,0,0,0,0.00125309,0,0,0,0.002180253,0.001836867,0,0.003118516,0.000984526,0.003989655,0,0.012585762,0.008608742,0,0.007967823,0.000889546,0.001983354
2015/10/1,0.006266756,0,0.003380641,0,0,0,0,0,0.011185432,0.004478074,0.029905301,0,0,0,0.053057389,0,0,0,0,0,0,0.021591975,0.037214743,0,0,0,0,0.04866568,0,0,0,0,0,0,0,0,0,0.004789391,0,0,0,0.003129582,0.016226981,0,0.025112834,0,0,0.007658631,0,0
2015/11/1,0.004321986,0,0.004157901,0,0,0,0,0.01552227,0,0.001818659,0.000728867,0,0,0,0.01594229,0,0.001836777,0,0,0,0,0.023126622,0.007737722,0.001089168,0,0,0,0.057478794,0,0.002426161,0.001109006,0,0,0.000763483,0.00302491,0,0,0.005805072,0,0.005544152,0.002509077,0.001477434,0,0,0.012202409,0.001266804,0,0.001288026,0.004907628,0.019582166
2015/12/1,-0.006170842,0,0.005319897,0,0.024398207,0,0,0.015660284,0.007162771,-0.002931316,0.013460208,0,0,0.000754257,0.126136431,0,0.005890375,0,0.008883944,0.002179621,0,0.016129626,0.060806038,-0.000475498,0.002354128,0.003685696,0,0.11703004,0.068815294,0.002418768,0,0,0,0.001765909,0,0,0,0.006478384,0,0.006715369,0,0.00309393,0.031067413,0,0.028023888,0.00375039,0.004287778,0.001123909,0.006051987,0.026662371
2016/1/1,0.003527521,0.005515252,0.002185791,0.006327185,0,0,0,0.002315538,0.028690733,0.002907665,0.029929526,0.005333272,0,0.019530044,0.12797596,0,0.003577978,0.00276176,0.004814704,0,0.002059947,0.060555583,0.09289294,0,0.004913452,0.002856137,0,0.173244345,0.05646971,0.005374711,0.005516225,0,0,0.003129558,0.002010887,0,0,0.039291967,0.002639264,0.001963394,0.002203793,0.009039291,0.03658975,0,0.028853972,0.019976621,0,0.011244595,0.016013189,0.024867932
2016/2/1,0,0,0.006245039,0,0,0,0,0,0,0,0.014792825,0,0,0,0.037288162,0,0,0,0,0.003363576,0,0.006105775,0.009619492,0,0.003779124,0,0,0.077288332,0,0,0,0,0,0,0,0,0,0.010328871,0,0.004862548,0.003453221,0.021619995,0.004505885,0,0.013670543,0.00378081,0,0,0,0.004951497
2016/3/1,-0.000986557,0,0,-0.000138042,0,0,0,0.02674364,0.016803211,-0.000249208,0.009958354,0,0,0,0.032603361,0,-0.000333555,0,0,0.013452306,0,0.014454252,0.009332783,0,0.002010874,0.004022492,-6.41E-05,0.089335547,0,0.001605811,0.001758886,0,0,0,0.002347249,0,0.002575251,0.012957397,0,-0.000112109,0.000778758,0.004861455,0,0,0.015694809,0.01874234,0.010061939,0.035148872,0,0
2016/4/1,0,0,0.007330498,0.003096501,0,0,0.000302156,0.003352594,0.039759145,0.002763073,0.025855809,0,0,0.002175943,0.104573976,0.002367856,0,0,0,0.000692313,0,0.046078896,0.065836851,0.00389162,0.0080032,0,-0.000313591,0.181564884,0.004395364,0,0.000586429,0,0,0.004348971,0,0,0,-0.001947734,0,0.000329441,0.006114974,0.005621988,0,0,0.045962807,0.011314546,0.013731878,0.016573944,0.003197202,0.038134471
2016/5/1,0.002244385,0.001455216,0.034731258,0,0,0,0.001719433,0.005100425,0.035682517,0.008708504,0.025906813,0,0,0,0.056038039,0,0.002155891,0,0.00735602,0,0.002956411,0.063312736,0.053303517,0.007910538,0.005500977,0,0,0.211180803,0.004542781,0.014676286,0.000640619,0,0,0.002504752,0.000988936,0,0,0.027021387,0.006929508,0.024881157,0,0.015229146,0.010077791,0,0.061009205,0.013119049,0.00319362,0.024638231,0.021250777,0.008693183
2016/6/1,0.42639256,0.053063308,2.163569174,0.126374616,0.015865781,0.009818891,0.090768583,0.598906239,0.262526011,0.223018668,0.461465947,0.023304678,-0.002443069,0.278653513,2.459613189,0.02183019,0.263186739,0.009489024,0.273031024,0.010722876,0.030242359,2.640186059,2.099378804,0.1275641,0.142886594,0.126620102,0.084375455,6.330721557,0.279938537,0.50607402,0.090250827,0.019281263,0.002972467,0.061068983,0.07752775,0.021720567,0.003153882,1.010583589,0.207487477,0.393379292,0.06778043,0.717032201,0.185897444,0.021087757,2.265447388,0.405826101,0.095725769,0.300522818,0.896586246,0.615457777
2016/7/1,0.419361691,0.100684694,5.707900465,0.245650275,0.02552449,0.047754159,0.120508185,0.721896848,0.467359711,0.139478147,0.693626813,0.014334779,0.005194861,0.319479054,3.937362284,0.036661185,0.586749705,0.018674523,0.366756468,0.03197731,0.051569984,4.966167182,3.136960091,0.231715481,0.190770661,0.141674738,0.129459484,10.27765094,0.354719805,0.753347455,0.175912194,0.032499822,0.000910199,0.098928226,0.047538639,0.038317526,0.012633783,1.555328323,0.294159234,0.433662219,0.075978592,1.512475125,0.463958836,-0.022690364,3.99041744,0.62888745,0.059376798,0.343210966,1.529652643,0.685982081
2016/8/1,0.744730797,0.345346981,3.939649196,0.291721487,0.055570971,0.066938996,0.192678769,1.082140788,0.56785667,0.178112821,0.917867628,0.034435706,0.013183246,1.12447612,4.846185917,0.057017814,0.480861355,0.029504973,0.333750654,0.033007598,0.105873383,5.444105664,6.349386862,0.336677035,0.223618501,0.079342056,0.178639595,11.63898595,0.624500265,0.438860576,0.444397924,0.054646729,0.008531295,0.129911223,0.073782211,0.046829119,0.007660093,2.393906652,0.259471821,0.590217475,0.061450876,1.05387905,0.526027941,0.027359319,4.668253546,0.763199811,0.106439486,0.615387132,1.214630899,0.972223928
2016/9/1,0.523962585,0.156380778,4.7038313,0.311898529,0.022344996,0.044776563,0.208566329,1.172646646,0.489266944,0.101141767,0.855512401,0.037401909,0.00155733,0.406139472,3.939333051,0.030728397,0.342736703,0.024310481,0.331951265,0.060010357,0.060924333,4.967724971,4.533026871,0.344480846,0.191888363,0.163575667,0.095814596,10.31280014,0.450411674,0.424449764,0.189677899,0.031783667,0.009388581,0.195292868,0.035947352,0.050555067,0.00367229,1.680070591,0.415225223,0.564482155,0.07183808,1.431043225,0.491927696,0.003316151,3.969612994,0.769712147,0.092477759,0.465146824,1.252193329,0.717055532
2016/10/1,0.293936686,0.026145022,3.124961222,0.144027391,0.008087245,0.0196248,0.078935595,0.425349164,0.293421196,0.06436348,0.456869657,0.01361897,0.003613515,0.136855388,2.468319601,0.00096511,0.220305068,0.015013983,0.127749621,0.042655702,0.033821349,3.312774354,1.912868821,0.30013036,0.119800142,0.094589499,0.07825831,6.526806746,0.247605669,0.310508921,0.268427276,0.039452276,0.005974166,0.132124665,0.049022239,0.042176147,0.013167821,1.134379377,0.228963596,0.352444661,0.074120867,0.755646653,0.215372453,0.004397862,2.477887328,0.477813832,0.081332134,0.319275076,0.729090219,0.50179743
2016/11/1,0.343656638,0.05960683,3.69655979,0.224596837,0.025566968,0.022051112,0.17133118,0.737506843,0.415793942,0.107702148,0.711796461,0.024468936,-0.000237403,0.18972524,3.105378949,0.073311978,0.378931347,0.00246839,0.334409553,0.038918462,0.079776365,3.718445036,2.415375978,0.293425255,0.199146682,0.067926654,0.105486832,8.752578333,0.328406184,0.610082038,0.154169989,0.042416474,0.011986814,0.142940272,0.075327379,0.043343185,0.001758637,1.594067734,0.250093207,0.811825491,0.139602256,1.54092392,0.318864765,0.053868244,3.415683734,0.497660827,0.080733347,0.456803745,1.264681099,0.537504709
2016/12/1,0.722568565,0.155231559,3.54127149,0.266090348,0.027342335,0.276604028,0.132892115,0.702325834,0.56408972,0.14682857,0.987745671,0.013223488,0.008136156,0.472988217,4.954348647,0.089377758,0.341977102,0.05571006,0.321303906,0.060460981,0.074595001,4.774353924,3.701068502,0.254971257,0.174923478,0.161857561,0.112323553,11.65330356,0.933488503,0.772480321,0.173736463,0.073127486,0.010570248,0.16333155,0.055135154,0.03509347,0.016249052,1.886218891,0.76303095,0.606047475,0.084096208,2.236994342,0.537696225,0.056639014,5.182975465,0.637229897,0.184973598,0.764718329,1.213217148,0.864774348
2017/1/1,0.413672946,0.118319133,4.069305422,0.258673124,0.047806006,0.21889892,0.124936699,1.141247328,0.576653943,0.095676141,0.800658096,0.003672183,0.003810729,0.421612523,3.939326894,0.015187791,0.307813954,0.031547919,0.616755447,0.064590564,0.198799767,4.821728761,3.546015625,0.344344788,0.187484556,0.117016574,0.12849516,12.02081422,0.494492982,0.976002426,0.301177991,0.012345681,0.016971936,0.135450069,0.053422055,0.022422096,0.005622002,2.02426941,0.661743457,0.895106168,0.119353531,3.172315186,0.914977712,0.038793348,5.73799326,0.892987661,0.090429263,0.616237248,1.929102298,0.714515965
2017/2/1,0.489000103,0.092193873,2.884588224,0.240971076,0.132784303,0.121039653,0.089659295,0.724722646,0.408028321,0.059241815,0.711539145,0.043392782,0.006422465,0.39107333,3.423972865,0.018393493,0.302727995,0.018368048,0.750877481,0.049267427,0.151485203,4.034997429,1.956819281,0.220750712,0.129605907,0.175094012,0.043208669,9.757457967,0.739439145,0.696316942,0.164618191,0.045432068,0.034739752,0.189766845,0.049427239,0.04330833,0.006466291,1.827748893,0.614087653,0.749475393,0.041685099,2.361896432,0.642931153,0.039315292,4.755036581,0.665858361,0.085137055,0.428348805,1.578757595,0.605341244
2017/3/1,0.443302655,0.051378366,2.907194985,0.142582056,0.061090305,0.18487182,0.127920497,0.971236974,0.440198147,0.099367856,0.667483762,0.017894137,0.013616452,0.140321067,2.890359782,0.034297021,0.236040273,0.01938122,0.510503195,0.062302726,0.109396401,3.828888858,1.677355945,0.239818651,0.148369148,0.084967718,0.177554295,8.776902645,0.479630567,1.245433059,0.187216614,0.037819915,0.008302371,0.191591899,0.048938011,0.018981222,0.023100312,1.571689572,0.497663089,0.63400737,0.067448681,1.905012049,0.241616958,0.06042283,4.576072223,0.91708573,0.07126101,0.604922652,1.242201432,0.589545318
2017/4/1,0.635312194,0.081309586,2.907600057,0.240337205,0.171309485,0.118301952,0.088219473,0.770439421,0.422993805,0.133697461,0.56523393,0.019359065,0.006148964,0.130432366,3.179397436,0.03612803,0.117722335,0.01059837,0.512596569,0.138964649,0.15374745,3.669804313,2.24029042,0.272197282,0.208247385,0.120626046,0.150157307,9.386168608,0.420349494,0.707466483,0.163551469,0.04816139,0.007226972,0.188613079,0.070572296,0.032921678,0.005476327,1.808644167,0.612766498,0.629849034,0.070943522,1.840150483,0.296517372,0.019667344,3.976152762,0.742234049,0.079514184,0.679834778,1.204259081,0.643517098
